nome,cargo,sexo,idade,salario
John Cohen,vendedor,M,44,1055.43
Steve Vanwoert,supervisor,M,50,2808.73
James Hughes,operador,M,32,1021.51
James Bingham,supervisor,M,53,2991.38
John Musso,atendente:,M,24,1018.83
Jose Dawson,analista,M,23,1406.87
Teresa Houle,analista,F,30,1497.45
Stevie Wines,operador,M,22,917.08
Kenneth Mansfield,operador,M,25,901.41
Barbara Womack,atendente:,F,20,982.64
Lazaro Johnson,operador,M,48,861.42
Cody Thibodeau,operador,M,56,783.67
Tina Hoang,analista,F,33,1262.22
Ava Sykes,analista,F,53,1555.06
Chris Hout,vendedor,M,25,975.15
John Seipp,atendente:,M,20,886.8
David Walker,atendente:,M,59,976.39
Andrew Arias,analista,M,26,1327.72
Lois Sutton,analista,F,33,1354.26
Gabriel Martinez,gerente,M,35,6007.76
Clayton Mercado,analista,M,34,1441.97
Sharon Vasquez,analista,F,36,1681.14
Jennifer Lynch,analista,F,47,1497.08
James Ortega,atendente:,M,53,744.55
Darlene Aldrich,atendent,F,23,786.93
Sarah Carnell,operador,F,55,1041.23
Jami Robertson,analista,F,32,1399.08
Daniel Moore,operador,M,51,1103.7
Valentine Theisen,vendedor,F,38,1242.41
Florentino Medrano,operador,M,26,1072.4
David Burton,vendedor,M,57,1057.25
Dorothy Henry,operador,F,30,963.82
Mike Bosserman,analista,M,37,1421.86
Charles Cron,atendente:,M,54,975.32
Una Wright,operador,F,41,988.65
Ruby Melody,operador,F,42,1059.7
James Gatlin,atendente:,M,34,962.14
Donna Osgood,operador,F,20,1003.32
William Washington,atendent,M,39,846.34
Warren Tims,gerente,M,37,5489.4
Karen Petrus,atendente:,F,57,779.7
Evangelina Wells,operador,F,29,935.93
Rodney Houston,operador,M,56,940.56
Donald Herring,gerente,M,41,4752.61
Tiffany Staton,atendente:,F,20,864.15
Michael Carden,analista,M,57,1560.86
Richard Lowman,analista,M,48,1384.32
Mary Wall,operador,F,41,974.66
Heriberto Harmon,analista,M,38,1528.06
Phil Schnelder,atendente:,M,29,843.17
Larry French,atendente:,M,51,803.78
Albert Poole,operador,M,41,1121.0
Edward Ervin,analista,M,44,1518.44
Daniel Yeh,analista,M,48,1621.4
Miesha Burns,analista,F,46,1733.0
Jerry Blue,analista,M,42,1679.23
Duncan Davis,operador,M,55,1092.51
John Price,atendente:,M,25,652.32
Earl Harrist,atendent,M,40,882.37
Stephanie Besse,atendente:,F,31,878.6
Christopher Burton,vendedor,M,21,1280.64
Sadie Byas,operador,F,44,899.79
Albert Graf,operador,M,56,1141.4
Oscar Kovach,analista,M,39,1361.2
Timothy Tidwell,atendente:,M,42,995.94
Rodney Colston,analista,M,31,1571.9
Charles Brooks,atendent,M,50,816.53
Evelyn Mention,operador,F,32,1052.81
Susan Davis,operador,F,34,874.51
Michele Bennett,operador,F,58,917.32
Callie Turner,atendente:,F,47,775.6
Mira Thomas,supervisor,F,25,3117.61
James Sterling,operador,M,47,1196.73
Brittany Moore,atendente:,F,52,740.5
Terry Harman,operador,M,35,856.54
Bernard Pyatt,gerente,M,60,5225.46
Jamie Reese,operador,F,57,1003.17
Deidra Murray,analista,F,40,1580.28
Evelyn Bailey,vendedor,F,36,1020.71
Maria Simpson,operador,F,59,941.39
Liliana Malloy,operador,F,32,1054.06
Robert Grimsley,atendente:,M,28,854.94
Nathan Bannon,gerente,M,26,5218.07
Doris Spiker,supervisor,F,27,3247.72
Melinda Olson,diretor,F,26,10297.12
Mary Jefferson,operador,F,40,1060.18
Calvin Romer,analista,M,37,967.47
David Rogalski,operador,M,41,1112.43
Keith Bramuchi,operador,M,55,964.78
Nancy Larson,vendedor,F,59,1230.8
Steven Lecy,atendente:,M,56,856.72
Paul Valcarcel,operador,M,27,946.55
Steven Crist,supervisor,M,43,2966.63
Julie Evan,analista,F,29,1443.23
Ethel Troy,analista,F,44,1540.05
Curtis Tracy,analista,M,57,1609.19
Steve Dyer,atendente:,M,43,856.74
Esther Keenum,atendente:,F,27,850.66
Jennifer Kuehnert,vendedor,F,58,1127.02
Gracie Reeks,atendente:,F,46,909.56
Karen Harryman,atendente:,F,32,900.98
Alfred Johnson,operador,M,60,1204.32
Maria Rich,vendedor,F,20,1015.85
Dawn Myers,analista,F,46,1694.59
Don Mikrot,analista,M,42,1298.65
Charles Graff,atendent,M,55,719.95
Michael Nash,atendent,M,50,901.0
Ronald Allen,supervisor,M,52,3219.83
James Villa,operador,M,53,893.51
Anna Bernard,supervisor,F,37,2975.19
Mary Glaab,atendente:,F,27,784.54
Toni Walton,atendente:,F,59,954.29
Matthew Johnson,analista,M,40,1344.64
Cherry Mclaughlin,analista,F,56,1596.31
Matthew Lee,atendent,M,45,869.67
Carey Bento,operador,M,27,1029.29
Larry Muzyka,operador,M,52,1027.92
Yvette Torbus,vendedor,F,30,1051.17
Edward Beddingfield,analista,M,46,1521.21
Dorothy Binkley,vendedor,F,59,1046.88
Michael Matthews,analista,M,57,1450.83
Danielle Nichols,vendedor,F,39,1062.91
Maricela West,vendedor,F,30,971.61
Cynthia Hosler,analista,F,42,1486.97
Arthur Enstrom,operador,M,41,1223.23
Alonzo Diaz,atendente:,M,40,923.4
Elton Boatwright,analista,M,37,1773.71
Randall Gathers,diretor,M,54,10146.67
Michelle Jensen,operador,F,38,871.23
Sandra Swihart,atendente:,F,51,1006.27
Nicole Potter,vendedor,F,26,952.8
Jerry Thomas,analista,M,53,1515.85
Kris Johnson,atendente:,M,57,986.46
Edwin Lay,atendente:,M,54,904.15
Lori Keller,operador,F,50,1020.86
Robert Smith,atendent,M,24,853.3
Robin Wilson,atendent,F,28,853.19
Jamie Rose,operador,F,34,1112.78
Charles Salisbury,operador,M,51,937.11
Edward Blackman,analista,M,42,1497.35
Leah Pratt,analista,F,20,1444.6
Cassie Boswell,analista,F,50,1774.05
Alberto Decambra,operador,M,44,1037.6
Charles Kiehne,operador,M,22,1114.3
Arlene Sorenson,vendedor,F,60,1063.07
Aaron Mcguigan,analista,M,31,1736.28
Lonny Reyes,vendedor,M,56,1111.59
Julia Dvorak,analista,F,53,1208.03
Kara Johnson,atendent,F,35,827.02
Calvin Canal,atendent,M,47,1045.0
Steven Montgomery,atendent,M,46,863.7
Rita Dronick,operador,F,60,1163.25
Jessie Navarro,atendente:,F,52,982.61
Jose Johnson,vendedor,M,56,1177.04
Florence Booker,atendent,F,24,1074.86
Phyllis Martinez,atendente:,F,36,919.17
Emily Laws,vendedor,F,49,1134.84
Randall Rowan,operador,M,60,1070.19
Jordan Mathews,analista,F,20,1629.53
Robert Clark,vendedor,M,35,1257.21
Andrew Howard,operador,M,33,1051.26
Melissa Lau,operador,F,34,939.91
Bettye Lema,analista,F,42,1255.0
Rosa Uhm,vendedor,F,20,1314.87
Laura Morgan,analista,F,23,1561.4
Julie Fitzgerald,analista,F,55,1676.97
Betty Elkins,analista,F,25,1595.71
Steven Surgeon,operador,M,22,1011.55
Thelma Petersen,supervisor,F,40,3013.88
Adolfo Amaro,operador,M,21,1135.92
Jeffrey Ducharme,operador,M,23,887.16
Betty Snover,analista,F,38,1550.68
Michael Lamboy,atendente:,M,32,866.0
Henry Sumstad,analista,M,35,1560.02
Bessie Barnes,operador,F,32,890.36
Roger Rice,atendente:,M,47,813.95
Calvin Mccaslin,supervisor,M,29,2891.66
Diana Mancuso,operador,F,47,777.33
Esther Stalker,supervisor,F,47,2748.59
Brett Sherwin,vendedor,M,59,1136.93
Rosalia Mueller,diretor,F,33,8184.35
Nicole Mcgee,gerente,F,40,5408.64
Mark Mayes,operador,M,48,1036.16
John Kettler,operador,M,50,1129.6
Robert Thompson,vendedor,M,30,1140.23
Daryl Casey,operador,M,51,970.76
Abel Rodriguez,vendedor,M,51,1077.13
George Jackson,vendedor,M,40,1329.66
Edward Bradford,analista,M,47,1521.23
Steve Kintzel,vendedor,M,37,1485.57
Barbara Kelley,atendent,F,60,778.08
Shannon Tweed,atendent,M,60,895.22
Rodney Heck,atendente:,M,50,898.07
Charles Richardson,analista,M,43,1584.78
Ralph Scarbrough,vendedor,M,57,1221.58
Terri Collins,atendente:,F,29,1028.74
Nancy Jones,atendente:,F,29,955.72
Lauren Mercado,atendente:,F,22,977.83
Michael Lewis,atendente:,M,21,867.56
Eleanor Melvin,atendent,F,55,1018.66
David Kohen,operador,M,22,937.04
Corey Williams,vendedor,M,34,1014.38
Brenda Groves,atendent,F,30,775.15
Richard Whipple,atendente:,M,37,956.51
Teresa Fox,operador,F,47,1003.43
Manuel Williams,vendedor,M,30,1166.13
Martin Gould,atendent,M,36,973.52
Israel Alexander,gerente,M,58,4130.21
Gina Smith,atendente:,F,46,877.07
Rosa Crespino,atendent,F,54,720.82
Richard Hatala,atendente:,M,53,893.08
Jo Warren,vendedor,F,39,1079.29
Cynthia Collins,atendent,F,41,876.37
Edward Toney,vendedor,M,29,1367.69
Sylvia Tompkins,atendente:,F,31,960.42
Gary Vega,vendedor,M,33,1172.44
Evelia Dingell,vendedor,F,26,1017.95
Donald Parsons,analista,M,51,1239.02
James Frazier,operador,M,44,1249.18
Sheree Brooks,vendedor,F,23,1496.24
Clara Neely,operador,F,33,1078.31
Donald Boyd,analista,M,47,1335.88
Celena Nelson,operador,F,28,1097.68
Sean Russell,operador,M,47,996.34
Carolyn Galea,atendente:,F,23,719.42
Jessica Guyette,vendedor,F,37,1125.58
Rosalind Bartkowski,vendedor,F,24,1359.16
Joyce Johnson,atendent,F,58,966.34
John Booth,analista,M,28,1463.88
Thomas Kingston,atendente:,M,43,874.74
Julie Strickland,vendedor,F,45,1147.41
Robert Peveler,supervisor,M,34,2934.51
James Gayden,vendedor,M,47,1178.43
Porsche Eanni,analista,F,25,1556.59
Ebony Perrin,operador,F,45,1121.22
Margaret Gilligan,supervisor,F,41,2576.24
James Goff,atendente:,M,37,954.02
Joel Dennis,atendente:,M,36,896.27
Aisha Cardoza,analista,F,36,1325.09
Jacob Borner,atendent,M,42,887.44
Claude Boey,operador,M,30,1023.37
Sheryl Garing,atendente:,F,43,818.54
Elda Becker,vendedor,F,20,1058.93
Kristi Stewart,analista,F,34,1429.87
Gabriel Oneill,analista,M,22,1650.58
David Smith,vendedor,M,54,1157.24
Julie Valdez,operador,F,33,1010.13
Anna Eggers,atendent,F,22,884.43
Joe Contreras,operador,M,51,1251.18
Charles Cromer,diretor,M,21,10685.45
Rita Tillman,vendedor,F,33,1132.17
Evelyn Jordan,atendente:,F,20,969.64
Susan Caison,operador,F,46,1124.95
Penny Mcdougald,analista,F,29,1217.13
Lee Enos,vendedor,M,26,1376.94
Lucius Chandler,analista,M,57,1473.54
Maria Lindeland,operador,F,51,846.98
Joycelyn Christy,atendent,F,45,866.77
Ann Hogans,vendedor,F,28,1138.44
Andrew Molina,atendente:,M,21,894.7
Karla Jantz,atendente:,F,28,831.83
Jessie Luna,atendent,F,53,865.77
Jessica Murdock,atendent,F,60,1155.17
Annie Vogan,vendedor,F,50,1180.45
Mary Harrison,vendedor,F,52,1193.5
Darnell Mecca,atendente:,M,27,994.41
Vernon Kellogg,analista,M,30,1597.81
Edna Martinez,vendedor,F,52,1250.27
Michel Pratka,operador,M,20,1022.41
William Erickson,operador,M,52,1050.26
Kenneth Ellington,analista,M,31,1411.62
Carol Blethen,atendente:,F,56,888.0
Richard Brenneman,vendedor,M,27,1329.46
Michelle Price,operador,F,52,1116.11
Richard Biggs,atendent,M,32,924.26
Janice Beggs,operador,F,60,1015.39
Sharon Tullar,operador,F,42,995.03
Dora Davis,operador,F,26,1224.71
Tyler Bommarito,operador,M,33,955.73
Brian Mcclung,analista,M,52,1452.96
Ann Slack,vendedor,F,21,775.18
Christy Newmark,operador,F,34,1125.33
William Allen,atendent,M,39,773.84
Brandon Andrews,atendent,M,28,1029.92
Al Shelton,analista,M,47,1683.97
Mary Boss,operador,F,35,1002.48
Mary Lewis,supervisor,F,44,3006.27
Linnea Hirsch,analista,F,50,1293.06
Amy Taylor,vendedor,F,33,1260.37
Donald Nemeth,operador,M,21,1072.36
Roman Salinas,atendente:,M,56,792.43
Gloria Hubbard,operador,F,28,996.44
Rodney Lewis,atendente:,M,32,835.19
Sammie Fulton,operador,M,41,1064.88
Allen Jaynes,operador,M,52,927.34
Flora Duppstadt,operador,F,41,945.32
Della Jowers,operador,F,50,1212.69
John Komer,vendedor,M,45,1299.65
Shawn Alicea,supervisor,M,42,3148.83
Tammi Hernandez,vendedor,F,50,1041.58
Robin Gibson,operador,F,21,1002.34
Gerald Gamboa,atendente:,M,48,960.29
Wilbert Bluestein,vendedor,M,35,1381.98
Andrea Hill,operador,F,52,1210.28
Michael Sheffield,atendente:,M,59,854.82
Jason Lapp,operador,M,33,952.6
Roberto Scott,vendedor,M,31,1075.05
Lorena Rudzik,analista,F,37,1504.05
Santos Arroyo,supervisor,M,49,2519.98
Robert Spence,operador,M,36,1047.9
Hannah Clark,analista,F,32,1622.61
David Siebert,atendente:,M,23,1057.92
Joyce Marley,operador,F,32,912.86
Henry Harris,operador,M,39,1064.76
Robert Adkins,operador,M,45,967.35
Billie Hoffman,analista,M,24,1683.01
Kathy Deleon,atendente:,F,35,955.59
Danny Shah,atendente:,M,51,773.03
Kenneth Price,operador,M,29,1073.02
Felicia Mchale,atendent,F,49,922.46
Robert Edmondson,atendente:,M,57,859.46
Carolyn Bower,atendente:,F,38,936.63
Lynne Wheeler,atendente:,F,40,883.71
Lesha Campbell,vendedor,F,22,1347.19
Linda Hasty,operador,F,51,1066.19
Latoya Hendrick,operador,F,50,1174.85
Eric Chisler,vendedor,M,49,1293.92
Peter Fortune,vendedor,M,58,1411.4
Audra Chavira,operador,F,37,1101.05
Megan Stangle,analista,F,48,1191.05
Henry Brashear,vendedor,M,47,1394.58
Diane Belcher,vendedor,F,36,1078.29
Richard Tyler,vendedor,M,60,1238.96
Vicky Metivier,atendent,F,20,914.07
Walter Reed,vendedor,M,33,1292.95
Gema Brimer,atendente:,F,60,886.95
Steven Nelson,operador,M,37,974.79
Bonnie Gomez,vendedor,F,26,1135.49
Dorothy Suggs,analista,F,55,1273.25
Vito Rose,analista,M,27,1605.47
Steve Jeffers,analista,M,51,1463.88
Renee Molina,operador,F,29,797.98
Muriel Gantt,analista,F,60,1504.23
Evelyn Curry,supervisor,F,27,2921.74
Sandra Bender,operador,F,23,986.03
Krista Gump,supervisor,F,31,2639.91
James Hearn,diretor,M,60,9445.9
Frank Bear,analista,M,44,1495.55
Delia Arvan,vendedor,F,28,1285.41
Kenneth Brey,vendedor,M,52,1160.6
Lori Hollis,analista,F,45,1346.02
Melissa Owens,operador,F,60,1036.38
Michelle Singleton,analista,F,29,1326.18
Ione Hansen,supervisor,F,32,3904.98
Martha Welsh,atendente:,F,32,771.76
Elaine Ferrer,operador,F,29,996.52
Shannon Paget,supervisor,F,26,3013.72
James Mackenzie,atendent,M,40,885.55
Daniel Jackson,analista,M,58,1732.85
Tony Roper,atendente:,M,42,912.08
Cecil Sims,atendente:,M,40,892.93
Erin Stafford,gerente,F,54,4855.17
Maxine Dorsett,operador,F,46,1107.18
Dale Long,atendente:,M,23,997.95
Eric Mattison,diretor,M,48,10895.04
Vida Bergevin,operador,F,45,966.2
Anne Ives,vendedor,F,30,959.57
Shirley Christensen,operador,F,20,1035.65
Kellie James,diretor,F,22,9431.69
Louis Riecke,gerente,M,26,4361.74
Andre Runyon,operador,M,45,965.0
Scott Reed,vendedor,M,25,1078.92
Judy Winkle,analista,F,37,1421.1
Gerald Forsberg,atendent,M,32,807.99
Daniel Spriggs,operador,M,21,1140.32
Charles Robinson,analista,M,41,1496.62
Joseph Castro,analista,M,41,1307.06
Jennifer Mcspadden,operador,F,30,797.6
John Wooten,atendente:,M,54,933.46
Ronnie Grazier,atendent,M,58,898.99
Meta Sullivan,vendedor,F,55,1270.06
Jo Smither,operador,F,24,1060.98
John Cox,operador,M,41,1041.78
Rachel Smith,analista,F,42,1667.18
Barbara Ball,analista,F,41,1390.94
Ella Mcmahan,atendente:,F,56,833.05
Olivia Carbone,operador,F,26,1080.77
Virginia Vail,operador,F,23,898.43
Kelly Mcintosh,operador,F,22,1077.5
Sean Hanna,operador,M,49,836.02
Carmen Wilson,atendente:,F,25,962.16
Robert Messer,vendedor,M,34,1075.75
Maxine Schmidt,supervisor,F,59,3143.0
Carman Zastrow,diretor,F,48,9983.75
Thomas Gibson,operador,M,25,918.44
Patrick Sumter,diretor,M,30,10849.96
Cathy Monk,operador,F,60,1242.81
Classie Viars,atendente:,F,48,901.46
Shawn Shank,atendente:,M,23,758.15
Michelle Sowers,analista,F,51,1711.39
Bernard Reynolds,supervisor,M,37,2555.21
Sara Proctor,analista,F,49,1369.5
Patrick Sherman,atendent,M,53,1076.91
Irene Russell,supervisor,F,23,3352.65
Joe Hanna,analista,M,57,1492.63
Dana Hedrick,operador,F,44,920.35
David Germann,operador,M,41,946.72
Jared Behr,atendente:,M,39,912.99
Marjorie Spicer,operador,F,60,898.71
Esther Crocker,atendent,F,58,822.8
Lisa Berryman,operador,F,39,898.79
Richard Robertson,supervisor,M,51,3040.08
Emery Powell,analista,M,46,1346.54
Ashley Davis,analista,F,26,1668.4
Jerri Campbell,operador,F,54,1054.42
James Jaeger,atendente:,M,21,783.54
Gloria Anderson,analista,F,24,1590.42
Margaret Vanzee,atendente:,F,54,822.73
Ray Mcbroom,atendent,M,44,850.29
Willie Nelson,atendent,M,51,910.17
Rita Peard,operador,F,27,1068.19
Amanda Ramsey,operador,F,23,868.83
Travis Pacheco,atendente:,M,59,797.61
Kristy Webster,operador,F,24,934.47
Charles Leone,atendent,M,40,817.1
Jan Swackhammer,analista,F,39,1944.97
Bryan Guthrie,operador,M,57,1106.83
Phyllis Mcguffee,operador,F,32,1165.09
Maria Leon,operador,F,44,857.45
Theresa Beliles,operador,F,22,1183.7
Phillip Kennedy,operador,M,24,929.92
Emily Fletcher,operador,F,52,894.05
Howard Alonso,operador,M,26,850.04
Paula Miller,vendedor,F,47,1151.33
Susan Droke,atendent,F,35,885.21
Kristi Macmillan,operador,F,26,1117.16
Thomas Elder,atendent,M,33,770.25
Desmond Banks,analista,M,48,1486.6
Jeff Maryland,atendente:,M,23,902.43
David Baptiste,analista,M,29,1514.32
Loretta Johnson,vendedor,F,24,1120.07
Tamika Johnson,atendent,F,35,966.23
Lori Lopez,operador,F,34,874.23
Alex Teems,operador,M,59,1161.69
Vera Turner,vendedor,F,48,1307.33
Cory Torres,operador,M,49,894.7
Sherri Mccarthy,atendent,F,38,875.73
Dawn Johnson,atendente:,F,23,834.65
Bethany Oneal,vendedor,F,32,1036.3
Mildred Randle,vendedor,F,47,1261.79
Marjorie Snyder,operador,F,54,1004.39
Heather Brewer,analista,F,51,1558.87
Wanda Taylor,atendente:,F,46,948.59
Phil Richardson,operador,M,45,998.24
Susan Reichert,supervisor,F,29,3049.03
Olga Avila,vendedor,F,37,1140.12
Kelly Bostic,analista,M,25,1739.11
Samantha Stack,supervisor,F,29,3275.99
Derick Bode,atendent,M,40,825.12
Kelly Cresswell,analista,F,34,1620.36
Joseph Chobot,vendedor,M,35,1369.69
Marilyn Coffey,atendente:,F,49,973.36
Ezekiel Weller,vendedor,M,55,1284.39
Carol Tekautz,gerente,F,56,4752.15
Louise Palmer,vendedor,F,46,1119.96
Zena Woods,atendente:,F,26,758.94
Olivia Griggs,atendente:,F,35,949.59
Jerry Phelps,operador,M,49,913.46
Jeffrey Paul,analista,M,41,1233.39
Jennifer Simple,atendente:,F,44,927.91
Nancy Cabaniss,operador,F,33,980.59
Raymond Frija,analista,M,30,1426.88
Roscoe Tomopoulos,atendente:,M,37,944.76
Carl Bernstein,operador,M,43,1077.42
Keith Wilson,diretor,M,47,7731.54
Richard Roach,atendente:,M,51,811.07
Grace Stevens,atendent,F,50,944.4
Tonya Armstrong,atendente:,F,35,957.04
Nicholas Lawson,diretor,M,47,9279.14
Edna Judkins,analista,F,37,1464.48
Vicky Hallaway,vendedor,F,30,1245.54
Rosalind Stanley,supervisor,F,43,3478.3
Valerie Bean,operador,F,55,999.32
Richard Salmon,analista,M,42,1257.24
Gerald Speakman,vendedor,M,51,1144.16
Barbara Schmuff,atendente:,F,47,1091.91
Charles Jackson,gerente,M,20,4674.07
Rene Brown,operador,M,37,1142.39
Robert Baber,analista,M,33,1821.59
Jonathan Boston,analista,M,36,1481.05
Renaldo Fields,vendedor,M,58,1192.85
Brendan Vanes,analista,M,57,1341.27
Daniel Cabrera,operador,M,34,957.82
Tracey Quiles,analista,F,42,1620.98
Joshua Pinckney,atendente:,M,40,970.49
Shirley Bradshaw,analista,F,56,1640.48
Ronald Hafer,operador,M,60,1044.79
Christi Goldman,vendedor,F,36,1216.64
Nathan Scipio,operador,M,43,1017.4
John Nuttall,operador,M,44,865.55
Judith Miller,gerente,F,58,4572.8
Patricia Woodworth,vendedor,F,60,1323.4
Barbara Mitchell,supervisor,F,43,2529.07
Daisy Vogt,analista,F,60,1563.94
William Christian,atendente:,M,37,707.07
Stacie Warner,operador,F,35,1011.67
James Clarke,operador,M,41,993.6
Kenneth Russ,atendente:,M,45,953.26
Marion Brown,gerente,F,37,5406.83
Paul Zumwalt,analista,M,34,1267.95
Cristina Guerrero,atendent,F,42,862.45
Dirk Padgett,operador,M,48,1036.37
Joshua Sims,gerente,M,44,5163.5
Jolynn Worcester,atendente:,F,26,894.58
Rhonda Gibson,analista,F,24,1413.39
Carol Ong,analista,F,60,1251.69
Gary Mcnitt,operador,M,47,980.2
Juanita Schlegel,atendente:,F,21,900.24
Charles Read,supervisor,M,59,2568.5
Tosha Jensen,analista,F,60,1418.09
Elvia Ervin,vendedor,F,37,1251.19
Shannon Jaeger,supervisor,M,57,3168.6
Normand Johansen,operador,M,26,914.11
Christopher Perez,operador,M,30,878.79
Mark Richardson,vendedor,M,25,1200.82
Elma Sayegh,operador,F,30,1049.9
Lester Greenway,analista,M,53,1587.66
Shirley Kirkland,atendente:,F,47,841.19
Debbie Cobbs,analista,F,37,1662.78
Meghan Horn,operador,F,21,982.34
Noah Reeks,vendedor,M,36,1180.63
Devon Lovig,atendente:,M,46,879.32
George Baker,analista,M,43,1686.11
Mary Lotthammer,analista,F,30,1448.23
Susan Bean,atendent,F,25,857.93
Susan Hack,vendedor,F,60,1285.18
Juliette Donaldson,analista,F,34,1707.0
Mark Janis,operador,M,55,1212.46
Margaret Glass,atendente:,F,55,851.14
Bettie Catton,operador,F,49,1139.57
Hae Walters,operador,F,34,991.52
Jon Robinson,atendente:,M,49,1064.71
Keven Yoder,supervisor,M,54,3046.67
Cheryl Wilson,vendedor,F,50,1303.74
Mary Joiner,atendent,F,60,918.88
Oscar Simmons,analista,M,32,1409.05
Faye Griffin,operador,F,55,1298.46
Zachary Johnson,analista,M,23,1540.04
Danny Richman,atendente:,M,30,868.12
Aline Aten,supervisor,F,36,2891.73
Daniel Smith,operador,M,26,1134.78
Ronald Mason,analista,M,33,1580.0
Lorraine Kull,analista,F,43,1445.73
Carl Whatoname,atendente:,M,50,834.74
Wayne Lipp,atendent,M,30,1018.52
Krystal Vanlue,vendedor,F,31,1167.75
Richard Coleman,vendedor,M,57,1194.23
Steven Freeman,atendente:,M,47,1087.12
Larry Roberson,operador,M,52,822.54
Barbara Krug,operador,F,58,1128.9
Beryl Nolin,supervisor,F,56,3510.64
Barbara Jennings,supervisor,F,30,2774.13
Dana Mcclary,operador,F,56,1123.58
Kevin Wright,atendent,M,20,787.95
Florence Jones,analista,F,24,1292.26
Vincent Larosa,operador,M,23,931.97
John Walker,vendedor,M,41,1122.73
Latasha Goetz,atendent,F,21,991.87
Drew Kaylor,vendedor,M,39,1205.72
Bette Hanson,atendente:,F,47,845.05
Daniela Lizama,analista,F,33,1369.65
David Forshee,diretor,M,24,7923.57
Kelly Fruman,atendent,F,28,697.43
Marion Joyner,analista,F,41,1416.07
Ricky Rice,analista,M,56,1504.24
Kenneth Acosta,atendente:,M,56,787.65
Philip Hunter,analista,M,23,1596.84
Jerry Lyford,operador,M,44,936.78
Adrian Clark,atendente:,M,34,973.21
Joe Hogg,vendedor,M,22,1197.58
Linda Johnson,analista,F,54,1522.89
Jimmy Perez,operador,M,49,1070.66
Marian Peart,operador,F,33,1079.93
Marsha Lee,vendedor,F,38,1256.33
Stephenie Dyce,gerente,F,43,5366.16
Beatrice Clifford,gerente,F,39,4666.58
Agnes Greene,atendente:,F,38,972.93
Amanda Wimer,analista,F,25,1390.9
Michael Moretti,supervisor,M,38,3463.66
Agnes Whitson,vendedor,F,48,1175.34
Delores Paige,atendente:,F,55,877.43
Allen Dawson,atendente:,M,56,677.28
Bernice Snyder,operador,F,50,1102.26
Howard Calzada,atendente:,M,51,873.46
Patricia Godsey,operador,F,31,922.25
Laurie Cross,vendedor,F,28,1130.12
Phyllis Cavanagh,operador,F,24,907.74
Eli Fitch,gerente,M,20,4412.49
Diane Russell,diretor,F,51,9469.99
Callie Reyes,gerente,F,45,4569.13
Robert Thompson,supervisor,M,45,3151.3
Keli Walsh,atendente:,F,49,887.94
Sandra Moscowitz,vendedor,F,23,1044.27
Charles Calhoun,vendedor,M,56,1088.29
Valerie Mccleary,supervisor,F,49,2579.48
Denise Torres,atendente:,F,51,744.44
Alfred Ayers,atendente:,M,38,969.01
Debra Anderson,operador,F,34,1049.73
Marlon Ramsey,atendent,M,39,842.03
Michelle Stair,operador,F,30,825.46
Veronica Cervantes,vendedor,F,31,1345.95
Evelyn Oglesby,analista,F,38,1503.87
Heather Taylor,analista,F,51,1532.97
Craig Gilderman,operador,M,53,948.88
Marvin Fields,atendente:,M,33,849.27
Raymond James,diretor,M,44,9530.72
Lauretta Patch,vendedor,F,44,1351.48
Susana Truett,atendente:,F,60,968.72
Raymond Peterson,operador,M,36,775.14
Pamela Christen,operador,F,50,1009.37
Gary Deere,vendedor,M,48,1169.06
James Halley,analista,M,23,1395.7
Richard Harris,operador,M,26,964.69
Diana Rosenberg,vendedor,F,30,1319.58
Susan Hefferon,analista,F,50,1279.05
Donald Leblanc,atendente:,M,57,902.67
Martin Moore,analista,M,49,1507.49
George Forbes,operador,M,23,900.56
Edward Gaston,analista,M,45,1559.84
Ruth Mcmillon,operador,F,23,869.5
Marvin Rodriquez,operador,M,44,910.58
Eric Brent,analista,M,25,1401.91
Bertha Ochoa,operador,F,50,823.73
Lindsey Cobb,atendent,F,48,874.51
Rodney Currie,vendedor,M,40,1146.24
Nathan Robbins,vendedor,M,20,1098.87
Lawrence Keller,operador,M,40,792.9
Christopher Schaper,analista,M,31,1798.6
Patty Robinson,vendedor,F,37,1373.53
Nathan Casper,atendente:,M,36,912.9
Timothy Desrochers,atendent,M,42,872.32
Georgie Askew,supervisor,F,43,2793.69
Fredrick Jackson,analista,M,55,1363.21
Emanuel Orellana,operador,M,37,1250.51
Scott Hathaway,atendente:,M,35,826.43
David Mccardell,operador,M,47,903.38
Arthur Anderson,atendent,M,24,828.43
Matthew Wessells,atendent,M,57,897.02
Rudolf Lieberman,gerente,M,27,5671.35
Jeremy Henderson,vendedor,M,51,1078.7
Terry Members,vendedor,F,21,1364.21
Donte Woods,atendente:,M,59,896.6
Sharon Clure,atendente:,F,44,1040.15
Freddie Montgomery,analista,M,41,1213.35
Judith Brown,operador,F,54,966.8
Cherry Guerrero,atendente:,F,37,870.88
Justin Bible,operador,M,29,1008.9
Wayne Mcannally,supervisor,M,40,2343.86
Christopher Rosario,atendente:,M,29,765.08
Will Nalley,atendente:,M,30,946.06
Kevin Bryer,atendent,M,50,919.64
Shelton Clark,vendedor,M,20,1500.85
Scott Jaramillo,atendente:,M,25,919.18
Richard Sargent,operador,M,23,1022.73
Keith Chesney,analista,M,52,1315.03
May Frost,operador,F,52,1228.27
Karen Beckwith,operador,F,32,1012.34
Marisa Rankin,supervisor,F,22,3284.05
